onset	duration	trial_type	response_time	task_type	update_cond	cate_c	cate_b	cate_o	response_type	response	trial_id	run_id	word_id	img_id	stim_c	stim_b	design_onset	grate_orientation
2.007	3.000	forget	0.640	retrieval	retprac	face	object	scene	other	scene	1	2	62	14	62	114	2.0	n/a
7.041	1.178	correct	1.178	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	right
8.741	0.550	correct	0.550	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	right
9.807	0.532	correct	0.532	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	left
10.857	0.514	correct	0.514	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	left
11.890	0.560	correct	0.560	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	left
12.974	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	1	2	n/a	n/a	n/a	n/a	n/a	right
14.023	3.000	remember	0.336	retrieval	restudy	face	scene	object	target	face	2	2	111	39	87	215	14.0	n/a
19.056	1.195	correct	1.195	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	right
20.773	0.558	correct	0.558	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	right
21.839	2.027	correct	2.027	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	left
24.389	0.133	incorrect	0.133	grate	n/a	n/a	n/a	n/a	n/a	n/a	2	2	n/a	n/a	n/a	n/a	n/a	left
26.021	3.000	forget	0.480	retrieval	restudy	face	object	scene	other	scene	3	2	63	15	63	115	26.0	n/a
31.055	0.939	correct	0.939	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	right
32.505	0.513	correct	0.513	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	left
33.538	0.697	correct	0.697	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	left
34.755	0.591	correct	0.591	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	right
35.855	0.627	correct	0.627	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	left
37.005	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	3	2	n/a	n/a	n/a	n/a	n/a	left
38.020	3.000	forget	0.465	retrieval	retprac	object	scene	face	other	face	4	2	134	86	186	238	38.0	n/a
43.054	0.907	correct	0.907	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	right
44.471	0.435	correct	0.435	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	left
45.421	0.429	correct	0.429	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	right
46.370	0.559	correct	0.559	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	right
47.454	0.556	correct	0.556	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	right
48.520	0.000	incorrect	0.000	grate	n/a	n/a	n/a	n/a	n/a	n/a	4	2	n/a	n/a	n/a	n/a	n/a	left
50.019	3.000	forget	0.410	retrieval	retprac	scene	face	object	competitor	face	5	2	40	112	264	40	50.0	n/a
55.053	0.604	correct	0.604	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	2	n/a	n/a	n/a	n/a	n/a	left
56.170	0.416	correct	0.416	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	2	n/a	n/a	n/a	n/a	n/a	right
57.103	0.723	correct	0.723	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	2	n/a	n/a	n/a	n/a	n/a	left
58.336	0.625	correct	0.625	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	2	n/a	n/a	n/a	n/a	n/a	left
59.469	0.484	correct	0.484	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	2	n/a	n/a	n/a	n/a	n/a	right
60.469	0.050	incorrect	0.050	grate	n/a	n/a	n/a	n/a	n/a	n/a	5	2	n/a	n/a	n/a	n/a	n/a	left
62.018	3.000	forget	0.379	retrieval	restudy	face	scene	object	competitor	scene	6	2	109	37	85	213	62.0	n/a
67.052	1.069	correct	1.069	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	2	n/a	n/a	n/a	n/a	n/a	left
68.635	0.470	correct	0.470	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	2	n/a	n/a	n/a	n/a	n/a	right
69.618	0.558	correct	0.558	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	2	n/a	n/a	n/a	n/a	n/a	right
70.685	0.516	correct	0.516	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	2	n/a	n/a	n/a	n/a	n/a	right
71.718	0.531	correct	0.531	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	2	n/a	n/a	n/a	n/a	n/a	left
72.768	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	6	2	n/a	n/a	n/a	n/a	n/a	left
74.017	3.000	remember	0.476	retrieval	retprac	face	object	scene	target	face	7	2	60	12	60	112	74.0	n/a
79.051	0.654	correct	0.654	grate	n/a	n/a	n/a	n/a	n/a	n/a	7	2	n/a	n/a	n/a	n/a	n/a	right
80.217	0.599	correct	0.599	grate	n/a	n/a	n/a	n/a	n/a	n/a	7	2	n/a	n/a	n/a	n/a	n/a	right
81.334	0.491	correct	0.491	grate	n/a	n/a	n/a	n/a	n/a	n/a	7	2	n/a	n/a	n/a	n/a	n/a	left
82.334	0.563	correct	0.563	grate	n/a	n/a	n/a	n/a	n/a	n/a	7	2	n/a	n/a	n/a	n/a	n/a	left
83.417	0.551	correct	0.551	grate	n/a	n/a	n/a	n/a	n/a	n/a	7	2	n/a	n/a	n/a	n/a	n/a	left
84.484	0.033	incorrect	0.033	grate	n/a	n/a	n/a	n/a	n/a	n/a	7	2	n/a	n/a	n/a	n/a	n/a	left
86.016	3.000	remember	0.316	retrieval	retprac	scene	face	object	target	scene	8	2	38	110	262	38	86.0	n/a
91.050	1.119	correct	1.119	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	2	n/a	n/a	n/a	n/a	n/a	left
92.683	0.477	correct	0.477	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	2	n/a	n/a	n/a	n/a	n/a	left
93.683	0.421	correct	0.421	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	2	n/a	n/a	n/a	n/a	n/a	left
94.616	0.440	correct	0.440	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	2	n/a	n/a	n/a	n/a	n/a	left
95.566	0.602	correct	0.602	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	2	n/a	n/a	n/a	n/a	n/a	right
96.683	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	8	2	n/a	n/a	n/a	n/a	n/a	right
98.015	3.000	forget	0.373	retrieval	retprac	object	scene	face	competitor	scene	9	2	132	84	184	236	98.0	n/a
103.049	0.887	correct	0.887	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	2	n/a	n/a	n/a	n/a	n/a	left
104.449	0.535	correct	0.535	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	2	n/a	n/a	n/a	n/a	n/a	right
105.499	0.509	correct	0.509	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	2	n/a	n/a	n/a	n/a	n/a	right
106.515	0.589	correct	0.589	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	2	n/a	n/a	n/a	n/a	n/a	left
107.615	0.545	correct	0.545	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	2	n/a	n/a	n/a	n/a	n/a	left
108.681	0.100	incorrect	0.100	grate	n/a	n/a	n/a	n/a	n/a	n/a	9	2	n/a	n/a	n/a	n/a	n/a	left
110.014	3.000	forget	0.621	retrieval	restudy	scene	object	face	competitor	object	10	2	87	135	287	139	110.0	n/a
115.048	0.528	correct	0.528	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	2	n/a	n/a	n/a	n/a	n/a	left
116.098	0.590	correct	0.590	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	2	n/a	n/a	n/a	n/a	n/a	right
117.198	0.554	correct	0.554	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	2	n/a	n/a	n/a	n/a	n/a	right
118.264	0.439	correct	0.439	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	2	n/a	n/a	n/a	n/a	n/a	right
119.214	0.586	correct	0.586	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	2	n/a	n/a	n/a	n/a	n/a	left
120.314	0.200	incorrect	0.200	grate	n/a	n/a	n/a	n/a	n/a	n/a	10	2	n/a	n/a	n/a	n/a	n/a	right
122.013	3.000	forget	0.574	retrieval	restudy	object	face	scene	competitor	face	11	2	13	61	161	13	122.0	n/a
127.047	0.665	correct	0.665	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	2	n/a	n/a	n/a	n/a	n/a	right
128.230	0.425	correct	0.425	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	2	n/a	n/a	n/a	n/a	n/a	left
129.180	0.419	correct	0.419	grate	n/a	n/a	n/a	n/a	n/a	n/a	11	2	n/a	n/a	n/a	n/a	n/a	right
