onset	duration	trial_type	response_time	task_type	response_type	update_cond	cate_c	cate_b	cate_o	trial_id	word_id	img_id	stim_c	stim_b	design_onset
29.029	2.000	correct	0.255	practice a-b	object	test	face	object	scene	237	68	68	68	120	29.000
33.528	2.000	correct	0.374	practice a-b	face	test	object	face	scene	238	22	22	170	22	33.500
38.027	2.000	correct	0.275	practice a-b	scene	test	face	scene	object	239	106	106	82	210	38.000
42.525	2.000	correct	0.431	practice a-b	object	restudy	scene	object	face	240	73	73	273	125	42.500
47.024	2.000	incorrect	0.411	practice a-b	face	restudy	scene	object	face	241	87	87	287	139	47.000
51.523	2.000	incorrect	0.398	practice a-b	scene	restudy	face	object	scene	242	49	49	49	101	51.500
56.021	2.000	correct	0.320	practice a-b	face	restudy	scene	face	object	243	35	35	259	35	56.000
60.536	2.000	correct	0.243	practice a-b	scene	test	face	scene	object	244	104	104	80	208	60.500
65.035	2.000	incorrect	0.298	practice a-b	face	restudy	object	scene	face	245	131	131	183	235	65.000
69.534	2.000	incorrect	0.333	practice a-b	face	restudy	object	scene	face	246	137	137	189	241	69.500
74.032	2.000	incorrect	0.538	practice a-b	scene	test	scene	object	face	247	86	86	286	138	74.000
78.531	2.000	incorrect	0.251	practice a-b	scene	test	scene	face	object	248	32	32	256	32	78.500
83.030	2.000	incorrect	0.323	practice a-b	object	restudy	object	scene	face	249	125	125	177	229	83.000
87.528	2.000	correct	0.255	practice a-b	face	restudy	object	face	scene	250	17	17	165	17	87.500
92.027	2.000	incorrect	0.388	practice a-b	object	restudy	scene	face	object	251	47	47	271	47	92.000
96.526	2.000	incorrect	0.273	practice a-b	face	test	face	object	scene	252	60	60	60	112	96.500
101.024	2.000	incorrect	0.599	practice a-b	scene	test	object	face	scene	253	16	16	164	16	101.000
105.523	2.000	incorrect	0.237	practice a-b	face	test	object	scene	face	254	126	126	178	230	105.500
110.021	2.000	incorrect	0.339	practice a-b	scene	restudy	face	object	scene	255	69	69	69	121	110.000
114.537	2.000	incorrect	0.252	practice a-b	face	test	face	scene	object	256	102	102	78	206	114.500
119.035	2.000	correct	0.278	practice a-b	scene	restudy	object	scene	face	257	123	123	175	227	119.000
123.534	2.000	incorrect	0.366	practice a-b	face	test	face	object	scene	258	62	62	62	114	123.500
128.033	2.000	incorrect	0.320	practice a-b	face	test	face	object	scene	259	56	56	56	108	128.000
132.531	2.000	incorrect	0.399	practice a-b	scene	restudy	face	object	scene	260	61	61	61	113	132.500
137.030	2.000	incorrect	0.517	practice a-b	object	restudy	object	scene	face	261	141	141	193	245	137.000
141.545	2.000	incorrect	0.277	practice a-b	face	test	scene	object	face	262	82	82	282	134	141.500
146.027	2.000	incorrect	0.343	practice a-b	object	test	face	scene	object	263	118	118	94	222	146.000
150.526	2.000	incorrect	0.364	practice a-b	scene	restudy	object	face	scene	264	5	5	153	5	150.500
155.025	2.000	correct	0.217	practice a-b	scene	test	object	scene	face	265	144	144	196	248	155.000
159.523	2.000	incorrect	0.382	practice a-b	face	restudy	face	object	scene	266	51	51	51	103	159.500
164.022	2.000	incorrect	0.454	practice a-b	object	test	object	face	scene	267	20	20	168	20	164.000
168.537	2.000	incorrect	0.341	practice a-b	face	restudy	face	object	scene	268	67	67	67	119	168.500
173.036	2.000	incorrect	0.409	practice a-b	scene	test	scene	face	object	269	40	40	264	40	173.000
177.534	2.000	incorrect	0.288	practice a-b	object	restudy	face	scene	object	270	105	105	81	209	177.500
182.033	2.000	incorrect	0.495	practice a-b	object	restudy	face	scene	object	271	99	99	75	203	182.000
186.532	2.000	incorrect	0.357	practice a-b	face	test	object	scene	face	272	130	130	182	234	186.500
191.030	2.000	incorrect	0.244	practice a-b	scene	restudy	scene	object	face	273	75	75	275	127	191.000
195.529	2.000	incorrect	0.284	practice a-b	scene	restudy	scene	object	face	274	93	93	293	145	195.500
200.028	2.000	correct	0.305	practice a-b	face	restudy	scene	face	object	275	37	37	261	37	200.000
204.526	2.000	incorrect	0.384	practice a-b	face	restudy	object	scene	face	276	129	129	181	233	204.500
209.025	2.000	correct	0.378	practice a-b	scene	restudy	object	scene	face	277	135	135	187	239	209.000
213.524	2.000	incorrect	0.229	practice a-b	scene	restudy	scene	object	face	278	85	85	285	137	213.500
218.022	2.000	incorrect	0.204	practice a-b	object	test	scene	face	object	279	48	48	272	48	218.000
222.537	2.000	correct	0.298	practice a-b	face	test	scene	face	object	280	46	46	270	46	222.500
227.036	2.000	incorrect	0.362	practice a-b	object	test	object	scene	face	281	124	124	176	228	227.000
2.023	2.000	incorrect	0.402	practice a-b	object	test	face	scene	object	282	110	110	86	214	2.000
6.522	2.000	incorrect	0.524	practice a-b	scene	test	scene	object	face	283	82	82	282	134	6.500
11.037	2.000	incorrect	0.369	practice a-b	face	restudy	object	scene	face	284	129	129	181	233	11.000
15.535	2.000	correct	0.577	practice a-b	object	restudy	scene	object	face	285	75	75	275	127	15.500
